app_id,title,vendor,status,functional_category,deployment_type,short_description,capabilities,data_sources,labels,notes,contract_annual_spend,fiscal_ytd_expense_total,prev_fiscal_year_expense_total,engaged_users,provisioned_users,users_with_sso_access,users_logging_in_via_sso,cost_center_primary,product_owner_name,it_contact,security_contact,legal_contact,procurement_contact,vendor_contact,general_contact,last_updated
c0aaa105-36f5-4419-8c08-ad57a0cecd32,Ice Systems,ICE Systems,-,IT,Unknown,"ICE Systems, Inc. is a publisher of Insurance Rating and Issuance software for Property and Casualty Insurance.",IT management,ERP,-,-,0.0,5521.27,0.0,0,0,0,0,-,-,-,-,-,-,-,,2026-01-21T00:11:41.159019+00:00
11d3025d-cf6e-452b-8f84-0ed3f5d1572b,Immersive Labs,immersive labs,-,Security,Unknown,A gamified learning environment that assists users in developing their cyber security skills.,Security & Compliance,SSO Logins,-,-,0.0,0.0,0.0,0,0,11,2,-,-,-,-,-,-,-,,2026-01-21T00:11:41.072674+00:00
56acb4a7-97e0-452c-8eac-8cbc5389b2c5,Indeed,Indeed,none,HR,Unknown,"Online job search platform that seeks to match candidates with job openings. Includes job search tools, company reviews, and resume posting facilities.","Recruitment, Talent management","Contract uploads, ERP",Business Funded,-,0.0,40000.0,49000.0,0,0,0,0,641-hr recruiting,-,-,-,-,"Pradeepa Narayanaswamy, Prashanth Kumar s",-,,2026-01-21T00:11:41.111461+00:00
23f62ed7-d6e3-4e3e-bdad-faad6fa00d8f,Infoblox,Infoblox,-,Security,Unknown,A threat defense system that detects threats at a DNS level and stop attacks in an earlier stage of the threat lifecycle.,"Compliance, Network Security, Security & Compliance",Expense Mgmt,Supported,-,0.0,0.0,643.0,0,0,0,0,-,-,-,-,-,-,-,,2026-01-21T00:11:41.159502+00:00
a06d818a-33b6-40a1-a34a-b925d50b76c2,Integrate,Integrate,approved,IT,Unknown,A cloud-based marketing software that assists marketers in lowering customer acquisition costs and automating lead conversion into opportunities.,"Market Intelligence, Workflow Integration","Contract uploads, ERP",Business Funded,"Per Ajesh - Currently, I see only requests for Integrate; however, it doesn’t support SAML",0.0,167120.0,53103.85,0,0,0,0,510-corporate marketing,-,-,-,-,"Pradeepa Narayanaswamy, Prashanth Kumar s",-,,2026-01-21T00:11:41.112000+00:00
7d4e5cd3-d445-463f-bc3e-c29ff7d53fdb,Intellum,Intellum,-,HR,Unknown,A learning experience platform that delivers business results real-time,Training,"SSO Logins, Contract uploads, ERP",Business Funded,-,115000.0,115000.0,153960.0,0,0,2862,590,221-training revenue,-,-,-,-,-,-,Steven Carr,2026-01-21T00:11:41.016569+00:00
782fc2e6-5937-4a17-bdf5-b50ea939b45b,Jamf Connect,Jamf,-,"Security, IT",Unknown,App that allows administrators to manage authentication by connecting a user's local macOS account to their organization's cloud identity (network account).,"Identity & Access Management, Mobile Device Management",Contract uploads,IT Funded,-,37368.66,0.0,0.0,0,0,0,0,652-it operations,-,-,-,-,-,-,,2026-01-21T00:11:41.112514+00:00
bdb0c890-e831-42d3-b4af-c4d417cfab6d,Jamf Pro,Jamf,approved,Security,Unknown,"Apple device management tool used to configure and automate IT administration tasks for macOS, iOS, iPadOS, and tvOS devices. Offers on-premises and cloud-based mobile device management, and an agent for managing macOS.","Mobile Device Management, Remote Desktop, Identity & Access Management","SSO Logins, Contract uploads, ERP",IT Funded,-,116997.48,0.0,2295.55,0,0,27,8,652-it operations,-,-,-,-,Prashanth Kumar s,-,,2026-01-21T00:11:41.056785+00:00
55e8c004-8628-486c-abd1-4ac040e8ebad,Jenkins,Jenkins,in_review,IT,Unknown,Open source automation server with a vast collection of plug-ins that helps automate and accelerate the software development process.,"Automation & Testing, DevOps, IT management",SSO Logins,Login Only,-,0.0,0.0,0.0,0,0,52,11,650-it executive,-,Shripad Hebbar,-,-,"Pradeepa Narayanaswamy, Prashanth Kumar s",-,,2026-01-21T00:11:41.051960+00:00
4e5cf82a-c6e2-4c3e-8012-174f4e583df5,JetBrains,JetBrains,none,Engineering,Unknown,"Suite of developer tools including IDEs for various programming languages, team tools, and issue tracking software.","Code Development, Data & Analytics, DevOps","Contract uploads, Expense Mgmt, ERP","Engineering, Business Funded",-,18920.46,2848.56,249.0,0,0,0,0,355-bangalore r&d,-,-,-,-,-,-,,2026-01-21T00:11:41.113150+00:00
86b2d8ed-6c1c-4512-81b0-bd68f33ee431,Jifflenow,Jifflenow,retired,"Marketing, Sales",Unknown,"Meeting automation platform that streamlines the scheduling and management of B2B meetings and engagements for enterprises, enhancing business growth and operational efficiency at events and marketing campaigns. It offers customizable workflows, analytics, and integrations to facilitate in-person, hybrid, and virtual meetings, while providing visibility into key performance indicators and ensuring data security.","Scheduling, Meeting & Organizing","SSO Logins, Contract uploads","Business Funded, Decommissioned",-,0.0,0.0,0.0,0,0,4,0,-,-,-,-,-,-,-,,2026-01-21T00:11:41.081856+00:00
2c133005-810d-4271-944c-858078a35294,Jira Software,Atlassian,approved,IT,Unknown,Issue tracking product developed by Atlassian that allows bug tracking and agile project management.,"Project Management, Bug Tracking, Error Tracking Tool, Software Development","SSO Logins, Contract uploads, ERP","Subscription Monitored By CCM, Engineering, Business Funded",-,137417.0,3686.0,259230.25,0,0,3475,1316,390-cto organization,-,-,-,-,Prashanth Kumar s,-,Brian Bibeault,2026-01-21T00:11:41.013546+00:00
492aed91-94d2-4b8f-8a84-eb92fe0b0ce3,Jira Work Management,Atlassian,approved,IT,Unknown,"Project management and collaboration tool designed for business teams to plan, track, and manage their work with customizable templates, automation, and integration with other Atlassian products.","Content Management System, Content Delivery Network, Creative Intelligence",Contract uploads,"Engineering, Business Funded",App behind SSO,31296.75,0.0,0.0,0,0,0,0,390-cto organization,-,-,-,-,"Pradeepa Narayanaswamy, Prashanth Kumar s",-,,2026-01-21T00:11:41.114276+00:00
a065a198-99a3-4d56-b8c0-5ed6524fcbfa,Jobvite,Jobvite,approved,IT,Unknown,An onboarding recruitment software .,"Recruitment, Talent management, Talent Acquisition","SSO Logins, Contract uploads",Business Funded,-,0.0,0.0,0.0,0,0,29,22,641-hr recruiting,Anusha Radhakrishnan,-,-,-,Prashanth Kumar s,-,,2026-01-21T00:11:41.041289+00:00
7ad93324-86e5-4a47-b3e4-2bc59dea5b2d,JotForm,JotForm,in_review,IT,Unknown,"B2B productivity tool developed to design and build online forms for lead generation and surveys, using either drag and drop form objects and/or templates that require no special technical knowledge.","Form Builder, Surveys, Data Catalog",Expense Mgmt,Expense Only,-,0.0,190.0,190.0,0,0,0,0,-,-,-,-,-,-,-,,2026-01-21T00:11:41.160006+00:00
0b6d9c01-fe98-495b-992d-ba2902119daa,Kahoot!,Kahoot,in_review,IT,Unknown,"A platform to create, share, and play learning games and trivia quizzes.",Learning Apps,Expense Mgmt,Expense Only,-,0.0,2699.24,1339.66,0,0,0,0,-,-,-,-,-,-,-,,2026-01-21T00:11:41.160509+00:00
649b83a3-ac14-417f-ac57-c72a8902be1f,Keeper,KEEPER,approved,Security,Unknown,A password management and sharing platform that also generates very strong and random passwords.,"Security & Compliance, Network Security","SSO Logins, Contract uploads","IT Funded, Supported w/ Approval",-,17291.0,0.0,0.0,0,0,119,51,650-it executive,-,Kevin Cummings,-,-,-,-,,2026-01-21T00:11:41.036018+00:00
f2d217cb-9965-41f3-a426-ba8e9dbc51be,KodeKloud,kodekloud,-,IT,Unknown,A learning platform that provides quality training in DevOps and Automation Technologies.,"Learning Apps, Learning management system, Training",Expense Mgmt,-,-,0.0,0.0,0.0,0,0,0,0,-,-,-,-,-,-,-,,2026-01-21T00:11:41.161015+00:00
4d2de0f5-d73c-48ef-8bef-de58963bb6c1,LeanData,LeanData,approved,IT,Unknown,A revenue orchestration platform that simplifies consumer journeys and helps provide good customer experiences.,"Sales Acceleration, Surveys","Contract uploads, ERP",IT Funded,-,0.0,100152.0,93600.0,0,0,0,0,650-it executive,Betsy Thomas,-,-,-,-,-,,2026-01-21T00:11:41.114790+00:00
36f6814f-da78-4fe8-a503-13a7c85fdeba,LinkedIn,Microsoft,in_review,"HR, Marketing",Unknown,"A social media for professionals built for recruitment, learning skills, job searching and connecting with other professionals.","HR Management Suite, Recruitment, Social Media Marketing","Expense Mgmt, ERP",Business Funded,-,0.0,945183.21,553841.83,0,0,0,0,510-corporate marketing,Anusha Radhakrishnan,-,-,-,-,-,,2026-01-21T00:11:41.161501+00:00
c8af3e07-7b69-4b5d-9f93-212286d7471f,LinkedIn Learning,Microsoft,approved,"HR, IT",Unknown,"A learning platform offering video courses taught by industry experts in software, creative, and business skills.","Learning Apps, Professional Development Training, Training, Talent management","SSO Logins, Contract uploads, ERP",Business Funded,-,109296.0,97119.0,142029.35,0,0,4974,733,640-human resources,Anusha Radhakrishnan,-,-,-,Prashanth Kumar s,-,Vanessa Lopez,2026-01-21T00:11:41.015086+00:00
ac34949b-ac5d-456a-a4ac-0acb8b540652,LinkedIn Sales Navigator,Microsoft,approved,Sales,Unknown,"Sales management tool designed to help sales reps tap into LinkedIn's extensive network more effectively and, land more (and better) deals.","Sales Engagement, Sales Apps, Sales Enablement","SSO Logins, Contract uploads, ERP",Business Funded,-,292410.0,300410.0,465045.0,0,0,199,106,433-bdr (ams),Betsy Thomas,-,-,-,-,-,,2026-01-21T00:11:41.029920+00:00
31063874-398c-4f2e-a54e-ae51d0f577db,Linkedin Recruiter,Microsoft,-,HR,Unknown,A hiring platform for recruiters to manage hiring applications and connect with applicants.,"Recruitment, Talent management, Communication","Contract uploads, Expense Mgmt, ERP",Business Funded,"Recruiters need to go to LInkedin.com and log in using their personal account information. They then select if they want to use their standard personal linkedin interface, or if they want to switch over to Linkedin Recruiter.",0.0,12500.0,278289.41,0,0,0,0,641-hr recruiting,Anusha Radhakrishnan,-,-,-,-,-,,2026-01-21T00:11:41.115359+00:00
9c271e74-ff84-4c31-9b7b-d106de259fdc,Litmos,Litmos,approved,IT,Unknown,Learning Management System from SAP with an extensive catalog of training courses.,"Learning Apps, Learning management system, Training, Content Generation","SSO Logins, Contract uploads",Business Funded,Litmos is utilized for items such as all of our internal learning opportunities such as learning breaks and compliance courses. LinkedIn Learning has been added to add to your career growth and skill development interests.,4935.2,0.0,0.0,0,0,12,1,221-training revenue,Anusha Radhakrishnan,-,-,-,"Pradeepa Narayanaswamy, Prashanth Kumar s",-,,2026-01-21T00:11:41.077313+00:00
0215d45a-2088-4015-a4cb-c506a6768f00,Litmus,Litmus Software,retired,IT,Unknown,An all-in-one email marketing platform that includes team collaboration and email analytics.,"Email, Marketing Analytics",Expense Mgmt,Expense Only,-,0.0,1908.0,1908.0,0,0,0,0,-,-,-,-,-,-,-,,2026-01-21T00:11:41.161990+00:00
1cb42a05-56f1-4ddc-a8a5-ea157159186c,Loggly,SolarWinds,-,Engineering,Unknown,A pure SaaS-based service that simplifies setup and scales with user needs. Observability that extends beyond logs.,Application Development,"Contract uploads, ERP","Business Funded, Subscription Monitored By CCM",-,0.0,0.0,0.0,0,0,0,0,198-saas cloud ops,-,-,-,-,-,-,,2026-01-21T00:11:41.115935+00:00
e4429d63-a87c-4c9a-b46d-212857c0911d,LogicMonitor,LogicMonitor,-,IT,Unknown,"IT infrastructure monitoring app that enables administrators to view everything in their IT stack, including cloud services.","Resource & System Monitoring, Cloud Infrastructure","SSO Logins, Contract uploads, ERP",IT Funded,-,37007.25,40617.72,39255.0,0,0,23,6,652-it operations,-,-,-,-,Prashanth Kumar s,-,,2026-01-21T00:11:41.064317+00:00
58fc85c7-a9f8-4dc5-b781-7317a34e30dc,Lucid Software,Lucid Software,-,-,Unknown,"A software company that offers a suite of products focused on data visualization and collaboration. The company's main product, Lucidchart, is a cloud-based diagramming and visualization tool that allows users to create flowcharts, diagrams, and other visual representations of data.",-,"Contract uploads, ERP",IT Funded,-,88476.0,0.0,9113.03,0,0,0,0,650-it executive,-,-,-,-,-,-,,2026-01-21T00:11:41.116497+00:00
12de16ca-b455-478d-a8c0-84394eed4380,Lucidchart,Lucid Software,approved,IT,Unknown,An online flowchart and diagramming tool.,Whiteboarding & Diagramming,"SSO Logins, Contract uploads, ERP","IT Funded, Behind SSO",-,0.0,117265.0,0.0,0,0,2841,476,650-it executive,-,-,-,-,Prashanth Kumar s,-,,2026-01-21T00:11:41.116981+00:00
045d762b-62b4-4ab1-90aa-b561f2059104,Lucidspark,Lucid Software,-,IT,Unknown,A virtual software where they can brainstorm and collaborate as a team.,"Whiteboarding & Diagramming, Collaboration",Contract uploads,Duplicate,-,0.0,0.0,0.0,0,0,0,0,650-it executive,-,Sreedhara Venugopala_admin,-,-,-,-,,2026-01-21T00:11:41.117525+00:00
be8cf419-608c-4d8d-9642-66bea53d0db7,Lusha,Lusha,in_review,IT,Unknown,A B2B platform that helps organizations develop strong connections through interactive engagements with their leads.,Sales Engagement,Expense Mgmt,Expense Only,-,0.0,0.0,0.0,0,0,0,0,-,Eraj Ismatulloev,-,-,-,-,-,,2026-01-21T00:11:41.162524+00:00
436b766b-b86b-4598-b3d0-fcd975ee5e5c,Lyssna,Lyssna,-,IT,Unknown,A research platform that offers suite of testing tools that helps users detect any design issues real-time.,Crowd Testing,Expense Mgmt,-,-,0.0,1098.0,0.0,0,0,0,0,-,-,-,-,-,-,-,,2026-01-21T00:11:41.162997+00:00
a7970295-9ed5-423d-9c8c-da7473954a50,Macabacus,CFI Company,-,-,Unknown,"A subscription to the Macabacus Suite gives clients access to our Excel, PowerPoint, and Word tools.",-,Expense Mgmt,-,-,0.0,360.0,330.3,0,0,0,0,-,-,-,-,-,-,-,,2026-01-21T00:11:41.163502+00:00
ef39019a-7b79-4710-8f2e-6935812a46b0,MailChimp,Mailchimp,-,Marketing,Unknown,A smart marketing platform for growing organizations that provides easy to use tools and templates with insights and analytics to increase productivity.,"Marketing automation, Email, E-commerce",Expense Mgmt,-,-,0.0,247.0,221.0,0,0,0,0,-,Eraj Ismatulloev,-,-,-,-,-,,2026-01-21T00:11:41.163959+00:00
e1f3542f-1869-427a-8081-25e67ee7362f,Maltego,Maltego,-,-,Unknown,Maltego's primary goal is to analyse real-world relationships between publicly available information on the Internet.,-,Expense Mgmt,-,-,0.0,1208.9,0.0,0,0,0,0,-,-,-,-,-,-,-,,2026-01-21T00:11:41.164446+00:00
a282883f-93dc-431d-baec-9e0202da8e09,MaxMind,MaxMind,in_review,IT,Unknown,A detection tool that prevents fraudulent transactions online.,"Network Security, Vulnerability Management, Threat Intelligence","Contract uploads, ERP","Engineering, Business Funded",-,150000.0,0.0,10483.87,0,0,0,0,198-saas cloud ops,-,-,-,-,"Pradeepa Narayanaswamy, Prashanth Kumar s",-,,2026-01-21T00:11:41.118115+00:00
2fe44ceb-b9f3-441c-a448-b75911a2f6de,Mentimeter,Mentimeter,in_review,IT,Unknown,"Presentation software that helps create engaging presentations by using an online editor and foster engagement with audiences by adding polls, Q&A, quizzes, word clouds, etc.","Presentation, Surveys",Expense Mgmt,Expense Only,-,0.0,143.88,0.0,0,0,0,0,-,-,-,-,-,-,-,,2026-01-21T00:11:41.164926+00:00
d3ff09b0-9451-4c65-8edb-4873c1e1debd,Meraki,Cisco Systems,approved,Security,Unknown,A Centralized Management Service that helps you manage all of your Meraki network device via Meraki dashboard web interface or via APIs.,"Network Security, Data & Analytics","SSO Logins, Contract uploads, ERP","Engineering, Business Funded",-,11262.56,0.0,3401.08,0,0,29,11,391-iid r&d,-,-,-,-,"Pradeepa Narayanaswamy, Prashanth Kumar s",-,,2026-01-21T00:11:41.050982+00:00
fcf640b2-cc3d-4daf-99c2-284d6e7a16a3,Metadata,Metadata,-,Marketing,Unknown,"A marketing software that can be used to run paid campaigns, personalize web experiences, and optimize everything to revenue Ð automatically","Marketing automation, Advertising, Lead Generation","Contract uploads, ERP",Business Funded,-,0.0,18000.0,17000.0,0,0,0,0,516-global demand gen,-,-,-,-,-,-,,2026-01-21T00:11:41.118636+00:00
1e373594-f6e9-4d92-889d-0e0939eccd32,Microsoft 365,Microsoft,approved,IT,Cloud,"A collection of productivity apps with cloud services, device management, and advanced security in one, connected experience.","Office Suite, Productivity, Communication, Security & Compliance","Engagement, SSO Logins, Contract uploads, ERP","IT Funded, Supported",-,1589780.05,1720615.4,1116891.88,2849,3094,6842,3620,650-it executive,-,Sreedhara Venugopala,-,-,"Pradeepa Narayanaswamy, Prashanth Kumar s",-,Sreedhara Venugopala,2026-01-21T00:11:41.004609+00:00
d3c587f4-d36a-4fc2-a8e7-c7f417cca5fa,Microsoft 365 | Excel,Microsoft,approved,IT,Cloud,"Spreadsheet app that provides data sorting, calculation, graphing, pivot tables, and macro programming (via Visual Basic for Applications). Compatible with Windows, iOS, Android, and iPhone.","Spreadsheet, Data & Analytics, Collaboration","Engagement, Contract uploads","IT Funded, Supported, Duplicate",-,0.0,0.0,0.0,2633,2940,0,0,650-it executive,-,-,-,-,Prashanth Kumar s,-,Sreedhara Venugopala,2026-01-21T00:11:41.005855+00:00
97a87cdf-1818-4c3d-b354-b23017baff08,Microsoft 365 | OneDrive,Microsoft,approved,IT,Cloud,"A hosting and synchronization service offered as part of the Microsoft 365 suite. It allows users to store files, share files, and sync files across mobile devices and computers.","Sharing & Storage, Collaboration","Engagement, Contract uploads","IT Funded, Supported, Duplicate",-,0.0,0.0,0.0,2777,2940,0,0,650-it executive,-,-,-,-,Prashanth Kumar s,-,Sreedhara Venugopala,2026-01-21T00:11:41.006471+00:00
1753afb6-6ca2-48a6-86d4-907e122fdfb6,Microsoft 365 | OneNote,Microsoft,approved,IT,Cloud,"Microsoft note-taking app that gathers text notes, drawings, screen shots and audio and shares them with other OneNote users. Compatible with Windows, iOS, Android, and iPhone.","Note-Taking, Meeting & Organizing, Collaboration","Engagement, Contract uploads","IT Funded, Supported, Duplicate",-,0.0,0.0,0.0,994,2940,0,0,650-it executive,-,-,-,-,Prashanth Kumar s,-,Sreedhara Venugopala,2026-01-21T00:11:41.007223+00:00
7fee81fb-8920-48ae-9b63-f3e012f7beb2,Microsoft 365 | Outlook,Microsoft,approved,IT,Cloud,"Email service, task management, calendar application, and contacts manager offered as part of the Microsoft 365 suite. It includes Outlook Mail, Outlook Calendar, Outlook People, and Outlook Tasks.","Email, Scheduling, Note-Taking, Collaboration","Engagement, Contract uploads","IT Funded, Supported, Duplicate",-,0.0,0.0,0.0,2831,3094,0,0,650-it executive,-,-,-,-,Prashanth Kumar s,-,Sreedhara Venugopala,2026-01-21T00:11:41.007875+00:00
464672fc-7cb7-45f3-9c23-67ed172896ea,Microsoft 365 | PowerPoint,Microsoft,approved,IT,Cloud,"Microsoft slide presentation app that enables users to save, share, and present slides that include tables and graphics. Also supports the display of equations, audio, video and animations added via the desktop version of PowerPoint.","Presentation, Animation, Collaboration","Engagement, Contract uploads","IT Funded, Supported, Duplicate",-,0.0,0.0,0.0,2126,2940,0,0,650-it executive,-,-,-,-,Prashanth Kumar s,-,Sreedhara Venugopala,2026-01-21T00:11:41.008544+00:00
4bc39792-00cc-47ca-a42b-db745c93e0d7,Microsoft 365 | Sharepoint,Microsoft,approved,"Finance, IT",Cloud,A web-based collaborative platform which offers document management and storage systems offered as part of the Microsoft 365 suite.,"Sharing & Storage, Collaboration","Engagement, SSO Logins, Contract uploads, ERP","IT Funded, Supported, Duplicate",-,0.0,1900.0,0.0,2716,2940,14353,1300,650-it executive,-,-,-,-,Prashanth Kumar s,-,Sreedhara Venugopala,2026-01-21T00:11:41.005421+00:00
cd34a1cd-98f7-4180-992d-e1b866920c57,Microsoft 365 | Teams,Microsoft,approved,IT,Cloud,"A communications platform that connects people through video, voice, chat and content sharing offered as part of the Microsoft 365 suite.","Video Conferencing, Instant Messaging, Meeting & Organizing","Engagement, Contract uploads, ERP","IT Funded, Supported, Duplicate",-,4342.8,723.8,1447.0,2782,2940,0,0,652-it operations,-,-,-,-,Prashanth Kumar s,-,Sreedhara Venugopala,2026-01-21T00:11:41.009170+00:00
567ab6b4-45a3-4f0a-acbf-2734e9a63335,Microsoft 365 | Word,Microsoft,approved,IT,Cloud,"Word processing software from the Microsoft Office suite that allows users to type, read and edit documents and share it as an attachment via email.","Documents & Storage, Collaboration","Engagement, Contract uploads","IT Funded, Supported, Duplicate",-,0.0,0.0,0.0,2557,2940,0,0,652-it operations,-,-,-,-,Prashanth Kumar s,-,Sreedhara Venugopala,2026-01-21T00:11:41.009737+00:00
e3736f41-747b-4cf5-80a1-7fda909bf69b,Microsoft Azure,Microsoft,-,IT,Cloud,"A cloud computing service created by Microsoft for building, testing, deploying, and managing applications and services.","No Code Platform, Application Development","Expense Mgmt, ERP",Business Funded,-,0.0,586200.85,233129.19,0,0,0,0,364-engineering-east dev,-,-,-,-,-,-,,2026-01-21T00:11:41.165432+00:00
cfec8258-99cc-4dee-a4a5-bfcf8c6200e2,Microsoft Cloud,Microsoft,-,-,Cloud,"A technology company that provides a wide range of software, hardware, and cloud computing services.",-,ERP,-,-,0.0,242583.13,150120.93,0,0,0,0,-,-,-,-,-,-,-,,2026-01-21T00:11:41.165946+00:00
2b06a26a-15b5-47e1-80b8-cbef0709157f,Microsoft Copilot,Microsoft,approved,-,Unknown,"A company that will enable you to summarize threads, draft emails, and catch up on significant talks.",-,"SSO Logins, Contract uploads, ERP",IT Funded,-,27000.0,0.0,5000.0,0,0,2940,1083,650-it executive,-,Sreedhara Venugopala,-,-,Prashanth Kumar s,-,Sreedhara Venugopala,2026-01-21T00:11:41.014119+00:00
063926f1-68d9-4048-9cc9-2c0c790e6537,Microsoft Intune,Microsoft,approved,Security,Unknown,Microsoft service for managing mobile device and mobile OS with tools to protect sensitive information.,"Device Management System, Data Privacy, Mobile Device Management","SSO Logins, Contract uploads, ERP",IT Funded,-,0.0,639.2,0.0,0,0,15,7,652-it operations,-,-,-,-,Prashanth Kumar s,-,,2026-01-21T00:11:41.060104+00:00
6db9adba-e536-4dc8-bdf7-3c13af0986d6,Microsoft Viva Engage,Microsoft,-,IT,Unknown,An internal communications tool and enterprise social network that works with Teams and is offered as part of the Microsoft 365 suite.,"Instant Messaging, Sharing & Storage","Engagement, Contract uploads","IT Funded, Duplicate",-,0.0,0.0,0.0,2655,2940,0,0,652-it operations,-,-,-,-,-,-,Sreedhara Venugopala,2026-01-21T00:11:41.010337+00:00
de8d4fae-9657-4281-9f02-85e8545c21e2,Microsoft Windows,Microsoft,-,IT,Unknown,An operating system that provides new features with power saving methods to keep your computer running.,"Office Suite, Operating System",ERP,-,-,0.0,3016.92,0.0,0,0,0,0,-,-,-,-,-,-,-,,2026-01-21T00:11:41.166441+00:00
acef16ec-9794-450b-85a5-457e27a93903,MiniOrange,Xecurify Inc,-,Security,Unknown,"It is SSO provider that Provides secure access to any cloud,web and legacy app with our strong authentication methods and single sign.","Identity & Access Management, Network Security, Security & Compliance","Contract uploads, ERP",IT Funded,-,1527.5,0.0,3928.0,0,0,0,0,650-it executive,-,"Jeff Feng, Manjunath bs",-,-,-,-,,2026-01-21T00:11:41.119171+00:00
1702ecf7-0a04-4f9b-befc-f7eb4ebfdb04,Miro,Miro,-,IT,Unknown,An online collaborative whiteboard platform that enables distributed teams to work better together.,Whiteboarding & Diagramming,Expense Mgmt,Expense Only,-,0.0,161.19,474.38,0,0,0,0,-,-,-,-,-,-,-,,2026-01-21T00:11:41.166938+00:00
61a77142-e94e-40f9-9458-b558af426894,Mister Horse,Mister Horse,-,-,Unknown,A website that offers a collection of animated assets for use in video production and motion graphics.,-,Expense Mgmt,-,-,0.0,-19.9,0.0,0,0,0,0,-,-,-,-,-,-,-,,2026-01-21T00:11:41.167418+00:00
0d86cf6b-90b9-46df-bc6f-b38249dc512a,Monday.com,Monday.com,approved,IT,Unknown,"Customizable work management platform designed to increase operational efficiency by tracking projects and workflows, visualizing data, and task allocation.","Project Management, Task Management, Scheduling, Workflow Integration","SSO Logins, Contract uploads, Expense Mgmt, ERP",Business Funded,-,62907.0,0.0,130945.5,0,0,227,72,513-product marketing,Eraj Ismatulloev,-,-,-,"Pradeepa Narayanaswamy, Prashanth Kumar s",-,,2026-01-21T00:11:41.032927+00:00
680e843a-ffdb-417f-977b-2fc0b4f34fea,MySQL,Oracle,-,-,Unknown,A popular choice for various applications ranging from small web applications to large-scale enterprise systems.,-,"Contract uploads, ERP",Business Funded,-,0.0,773275.49,273475.49,0,0,0,0,380-product management,-,-,-,-,-,-,,2026-01-21T00:11:41.119646+00:00
155f6d4f-baa3-41a4-b08d-b1ec9c1a0004,Nativevideo,-,-,-,Unknown,"A platform that transforms how companies and their customers create and share content, information and data on salesforce using video","AI, Note-Taking","Contract uploads, ERP",Business Funded,-,55800.0,63600.0,55800.0,0,0,0,0,214-technical support-cap & systems,-,Arun Muthuraman,-,-,-,-,,2026-01-21T00:11:41.120061+00:00
94e610e1-74c2-495c-b259-4c898095b213,Naukri,Info Edge,in_review,IT,Unknown,Recruitment platform for job seekers and employers in the MIddle East and India.,"Recruitment, Talent Acquisition",ERP,Business Funded,-,0.0,0.0,0.0,0,0,0,0,641-hr recruiting,Anusha Radhakrishnan,-,-,-,-,-,,2026-01-21T00:11:41.167991+00:00
494529cb-b0d1-431e-882d-7f2cd7258939,Navex,navex,approved,Legal,Unknown,A fully integrated compliance management system that enables businesses to consolidate their entire GRC programme onto a cloud-based platform that is scalable.,"GRC, Training, Communication","Contract uploads, ERP",Business Funded,Per Saba Legesse -  Only 2 users have admin access or a login - its a whistleblower complaint website so anyone can access it to make it complain,10000.0,0.0,10644.48,0,0,0,0,630-legal,-,-,-,-,-,-,,2026-01-21T00:11:41.120466+00:00
ce83777f-0e6b-4f55-b296-b65cbad5080a,Neocol,Neocol,-,-,Unknown,"Neocol is a company specializing in subscription management solutions, leveraging the Salesforce platform to help businesses scale and grow. They offer a suite of services and tools designed to enhance subscription performance, including churn prevention, product-led growth, quoting with speed and accuracy, partner relationship management, and more, all integrated with Salesforce to streamline the subscription business model.",-,ERP,-,-,0.0,18683.5,31276.0,0,0,0,0,-,-,-,-,-,-,-,,2026-01-21T00:11:41.168497+00:00
49f3dd35-213a-4c84-bd54-7db379e7d4fa,Nessus,Tenable,none,Security,Unknown,"Vulnerability assessment tool that helps organizations identify and address security vulnerabilities in their IT environments, including cloud, on-premises, and OT/IoT systems.","Compliance, Security & Compliance, Network Security",Contract uploads,"Engineering, Business Funded",-,2949.34,0.0,0.0,0,0,0,0,355-bangalore r&d,-,-,-,-,-,-,,2026-01-21T00:11:41.120806+00:00
d5a7ba77-a235-406c-a2ec-cea780e5423b,NetApp,NetApp,-,Engineering,Unknown,"A software portfolio that includes intelligent cloud services, data services, and storage infrastructure that enable businesses to manage applications and data across hybrid multicloud environments.","Cloud Infrastructure, Cloud Management, Data Platform","Contract uploads, ERP",IT Funded,-,0.0,217322.16,333016.4,0,0,0,0,652-it operations,-,-,-,-,Prashanth Kumar s,-,,2026-01-21T00:11:41.121198+00:00
9d70feb8-8fb8-4ace-91b6-b428c0ad8e22,New Relic,New Relic,approved,IT,Unknown,Software platform that enables website and application owners to track the performances of their services.,"Resource & System Monitoring, Digital Marketing, Business Analytics","SSO Logins, Contract uploads","Subscription Monitored By CCM, Engineering",-,215000.0,0.0,0.0,0,0,124,5,390-cto organization,-,-,-,-,-,-,,2026-01-21T00:11:41.066938+00:00
3dca8f87-b3e6-4cbb-90d9-71b32b6d7e5a,Nice inContact,NICE Systems,approved,Customer Success,Unknown,A customer experience software that delivers seamless experiences across the entire customer journey for the contact center.,"Training, Business Intelligence, Manufacturing Organization Software","Contract uploads, ERP",IT Funded,Jeff Feng states the Nice inContact apps is behind SSO but not reporting/reflecting in Productiv,61437.36,58892.27,64994.04,0,0,0,0,652-it operations,Dhee Kumar,Service Logicint,-,-,"Pradeepa Narayanaswamy, Prashanth Kumar s",-,,2026-01-21T00:11:41.121741+00:00
